shift_id,helper_id,membership_community_name,membership_funding_scheme,membership_custom_funding_scheme_name,visits_in_combo,revenue_in_combo,projected_hours_in_combo,actual_hours_in_combo
2534793.0,38851,State - NSW,dva,,3,0.0,2.06,2.06
2534793.0,38851,State - NSW,vhc,,1,0.0,0.98,0.98
2534795.0,38851,State - NSW,dva,,2,0.0,1.54,1.54
2534795.0,38851,State - NSW,ndis,,1,197.66,2.0,2.0
2534795.0,38851,Stream - NSW Aged Care,hcp,,1,145.0,1.0,1.0
2534796.0,38851,NSW - CM - Maryam Shamoon,dva,,2,0.0,1.54,1.54
2534796.0,38851,State - NSW,dva,,4,0.0,3.08,3.08
2534797.0,64575,Sydney - Nepean,dva,,1,0.0,12.0,12.0
2534798.0,64575,Sydney - Nepean,dva,,1,0.0,12.0,12.0
2534799.0,38649,State - NSW,dva,,1,0.0,12.0,12.0
2534801.0,50976,State - NSW,ndis,,4,922.84,12.0,12.0
2534802.0,50976,State - NSW,ndis,,4,922.84,12.0,12.0
2534803.0,50976,State - NSW,ndis,,3,1057.26,12.0,12.0
2534804.0,38866,State - NSW,dva,,1,0.0,0.77,0.77
2534804.0,38866,State - NSW,hcp,,1,427.5,3.75,3.75
2534805.0,38866,State - NSW,dva,,2,0.0,1.29,1.29
2534805.0,38866,State - NSW,hcp,,1,216.0,2.0,2.0
2534806.0,38866,State - NSW,dva,,2,0.0,1.54,1.54
2534807.0,38866,State - NSW,dva,,1,0.0,0.77,0.77
2534807.0,38866,State - NSW,hcp,,1,342.0,3.0,3.0
2534808.0,38569,NSW - CM - Maryam Shamoon,custom,Brokerage,1,126.0,1.5,1.5
2534808.0,38569,State - NSW,dva,,3,0.0,2.31,2.31
2534809.0,38569,State - NSW,hcp,,1,114.0,1.0,1.0
2534809.0,38569,State - NSW,ndis,,1,140.46,2.0,2.0
2534810.0,38569,NSW - CM - Maryam Shamoon,custom,Brokerage,1,126.0,1.5,1.5
2534810.0,38569,NSW - CM - Maya Jakovljevic,ndis,,1,140.46,2.0,2.0
2534810.0,38569,State - NSW,dva,,1,0.0,0.77,0.77
2534810.0,38569,State - NSW,hcp,,1,114.0,1.0,1.0
2534812.0,38569,State - NSW,dva,,3,0.0,1.79,1.79
2534812.0,38569,State - NSW,hcp,,1,114.0,1.0,1.0
2534812.0,38569,State - NSW,ndis,,1,140.46,2.0,2.0
2534813.0,38569,State - NSW,hcp,,1,145.0,1.0,1.0
2534813.0,38569,State - NSW,ndis,,1,197.66,2.0,2.0
2534814.0,38569,State - NSW,hcp,,1,185.0,1.0,1.0
2534814.0,38569,State - NSW,ndis,,1,254.86,2.0,2.0
2534814.0,38569,State - NSW,private_funding,,1,148.0,1.0,1.0
2534815.0,71904,VIC Aged Care Team Pink,hcp,,1,216.0,2.0,2.0
2534816.0,71904,VIC - CM - Maryanne Cobb,chsp,,1,19.5,1.5,1.5
2534818.0,70020,Melbourne - West,hcp,,1,114.0,1.0,1.0
2534818.0,70020,VIC - CM - Maryanne Cobb,chsp,,2,26.0,2.0,2.0
2534818.0,70020,VIC Aged Care Team Pink,hcp,,1,216.0,2.0,2.0
2534818.0,70020,VIC Aged Care Team Purple,hcp,,2,330.0,3.0,3.0
2534821.0,70020,Melbourne - West,hcp,,1,114.0,1.0,1.0
2534821.0,70020,VIC - CM - Maryanne Cobb,chsp,,1,26.0,2.0,2.0
2534821.0,70020,VIC Aged Care Team Purple,hcp,,1,114.0,1.0,1.0
2534822.0,70020,VIC Aged Care Team Purple,hcp,,2,330.0,3.0,3.0
2534823.0,70020,Melbourne - North,hcp,,1,228.0,2.0,2.0
2534823.0,70020,Melbourne - West,chsp,,1,19.5,1.5,1.5
2534823.0,70020,VIC Aged Care Team Purple,hcp,,1,216.0,2.0,2.0
2534824.0,70020,VIC Aged Care Team Purple,hcp,,1,124.0,1.0,1.0
2534825.0,70020,Melbourne - West,hcp,,1,114.0,1.0,1.0
2534825.0,70020,VIC Aged Care Team Purple,hcp,,2,285.0,2.5,2.5
2534826.0,70020,VIC Aged Care Team Purple,hcp,,1,216.0,2.0,2.0
2534827.0,38804,State - NSW,dva,,1,0.0,12.0,12.0
2534828.0,69681,State - NSW,dva,,1,0.0,10.0,10.0
2534837.0,72155,NSW - Central Coast,chsp,,1,13.0,1.0,1.0
2534837.0,72155,NSW - Central Coast,hcp,,1,114.0,1.0,1.0
2534838.0,72155,NSW - Central Coast,chsp,,1,13.0,1.0,1.0
2534839.0,72155,NSW - Central Coast,chsp,,1,13.0,1.0,1.0
2534840.0,72153,State - NSW,dva,,1,0.0,12.0,12.0
2534841.0,51337,Stream - NSW Aged Care,hcp,,1,387.6,4.0,4.0
2534842.0,72156,State - NSW,hcp,,1,114.0,1.0,1.0
2534842.0,72156,Stream - NSW Aged Care,hcp,,1,216.0,2.0,2.0
2534843.0,72156,State - NSW,hcp,,2,441.0,4.0,4.0
2534844.0,72156,State - NSW,hcp,,2,189.0,2.0,2.0
2534844.0,72156,State - NSW,ndis,,1,280.92,4.0,4.0
2534845.0,72156,State - NSW,hcp,,2,285.0,2.5,2.5
2534845.0,72156,Stream - NSW Aged Care,hcp,,1,114.0,1.0,1.0
2534846.0,38901,State - NSW,dva,,1,0.0,12.0,12.0
2534847.0,38901,State - NSW,dva,,1,0.0,12.0,12.0
2534848.0,38867,State - NSW,dva,,1,0.0,10.25,10.25
2534849.0,72332,State - NSW,custom,Insurer,1,130.88,1.0,1.0
2534851.0,72093,State - NSW,dva,,3,0.0,2.52,2.52
2534851.0,72093,Sydney - Parramatta,dva,,1,0.0,0.77,0.77
2534852.0,72093,State - NSW,dva,,3,0.0,2.54,2.54
2534853.0,72093,State - NSW,dva,,4,0.0,3.29,3.29
2534853.0,72093,Sydney - Parramatta,dva,,1,0.0,0.77,0.77
2534854.0,72093,State - NSW,dva,,3,0.0,2.52,2.52
2534854.0,72093,Sydney - Parramatta,dva,,1,0.0,0.77,0.77
2534855.0,72093,State - NSW,dva,,2,0.0,1.77,1.77
2534856.0,72093,State - NSW,dva,,2,0.0,1.77,1.77
2534857.0,72390,State - VIC,dva,,1,0.0,1.5,1.5
2534858.0,72390,State - VIC,dva,,1,0.0,2.5,2.5
2534859.0,72390,State - VIC,dva,,1,0.0,2.5,2.5
2534860.0,72390,State - VIC,dva,,1,0.0,1.5,1.5
2534861.0,72390,State - VIC,dva,,1,0.0,1.0,1.0
2534862.0,72390,State - VIC,dva,,1,0.0,1.5,1.5
2534863.0,51222,NSW - Clinical Care and Physio,hcp,,1,342.0,3.0,3.0
2534864.0,51222,State - NSW,dva,,1,0.0,1.0,1.0
2534864.0,51222,State - NSW,ndis,,2,351.15,5.0,5.0
2534864.0,51222,Stream - NSW Aged Care,hcp,,1,216.0,2.0,2.0
2534865.0,51222,State - NSW,ndis,,1,632.07,9.0,9.0
2534866.0,51222,State - NSW,ndis,,1,892.01,7.0,7.0
2534867.0,72367,State - NSW,dva,,1,0.0,12.0,12.0
2534868.0,72367,State - NSW,dva,,1,0.0,12.0,12.0
2534869.0,72367,State - NSW,dva,,1,0.0,12.0,12.0
2534870.0,51121,NSW - CM - Maya Jakovljevic,ndis,,1,140.46,2.0,2.0
2534871.0,51121,State - NSW,custom,Brokerage,1,165.0,2.0,2.0
2534872.0,51121,State - NSW,ndis,,1,140.46,2.0,2.0
2534873.0,51121,State - NSW,ndis,,1,116.06,2.0,2.0
2534874.0,51121,State - NSW,brokerage_hcp,,1,165.0,2.0,2.0
2534874.0,51121,State - NSW,custom,Brokerage,1,165.0,2.0,2.0
2534875.0,51121,State - NSW,custom,Brokerage,1,191.0,2.0,2.0
2534876.0,51121,State - NSW,hcp,,1,114.0,1.0,1.0
2534876.0,51121,State - NSW,ndis,,1,351.15,5.0,5.0
2534879.0,72148,State - NSW,dva,,1,0.0,0.52,0.52
2534879.0,72148,Stream - NSW Aged Care,hcp,,1,114.0,1.0,1.0
2534879.0,72148,Sydney - Sutherland,vhc,,1,0.0,2.0,2.0
2534881.0,72148,State - NSW,dva,,1,0.0,12.0,12.0
2534885.0,72665,State - VIC,dva,,1,0.0,1.5,1.5
2534886.0,72665,State - VIC,dva,,1,0.0,1.5,1.5
2534887.0,72665,State - VIC,dva,,1,0.0,1.5,1.5
2534888.0,72665,State - VIC,dva,,1,0.0,2.5,2.5
2534889.0,38583,NSW - CM - Maryam Shamoon,dva,,1,0.0,0.35,0.35
2534889.0,38583,State - NSW,brokerage_hcp,,1,156.0,1.0,1.0
2534889.0,38583,State - NSW,dva,,5,0.0,1.75,1.75
2534890.0,38583,NSW - CM - Maryam Shamoon,dva,,1,0.0,0.35,0.35
2534890.0,38583,State - NSW,brokerage_hcp,,1,156.0,1.0,1.0
2534890.0,38583,State - NSW,dva,,2,0.0,0.7,0.7
2534890.0,38583,State - NSW,hcp,,1,160.0,1.0,1.0
2534892.0,38583,State - NSW,brokerage_hcp,,1,156.0,1.0,1.0
2534892.0,38583,State - NSW,dva,,4,0.0,1.4,1.4
2534892.0,38583,State - NSW,hcp,,1,114.0,1.0,1.0
2534894.0,38583,NSW - CM - Maryam Shamoon,dva,,1,0.0,0.35,0.35
2534894.0,38583,NSW Aged Care Team Purple,hcp,,1,160.0,1.0,1.0
2534894.0,38583,State - NSW,brokerage_hcp,,2,312.0,2.0,2.0
2534894.0,38583,State - NSW,dva,,4,0.0,1.4,1.4
2534895.0,72745,NSW - CEM - Katie Hansen,ndis,,1,177.18,3.0,3.0
2534896.0,72745,NSW - CEM - Katie Hansen,custom,Insurer,1,202.08,3.0,3.0
2534897.0,72745,NSW - CEM - Katie Hansen,ndis,,1,140.46,2.0,2.0
2534898.0,72745,NSW - CEM - Katie Hansen,ndis,,1,140.46,2.0,2.0
2534899.0,72745,NSW - CEM - Katie Hansen,ndis,,1,140.46,2.0,2.0
2534899.0,72745,State - NSW,ndis,,1,116.06,2.0,2.0
2534900.0,72745,NSW - CEM - Katie Hansen,custom,Insurer,1,202.08,3.0,3.0
2534901.0,72745,NSW - CEM - Katie Hansen,ndis,,1,245.8,3.5,3.5
2534902.0,72745,NSW - CEM - Katie Hansen,ndis,,1,210.69,3.0,3.0
2534903.0,44339,VIC - CM - Jeterly Ann Goco,ndis,,2,480.95,6.33,6.33
2534904.0,44339,VIC - CM - Jeterly Ann Goco,ndis,,2,683.82,9.0,9.0
2534905.0,51579,NSW - CM - Rosemy Calabro,ndis,,1,280.92,4.0,4.0
2534906.0,51579,NSW - CM - Rosemy Calabro,ndis,,1,280.92,4.0,4.0
2534907.0,38762,State - NSW,dva,,1,0.0,12.0,12.0
2534908.0,38762,State - NSW,dva,,1,0.0,12.0,12.0
2534909.0,38917,State - NSW,dva,,1,0.0,12.0,12.0
2534910.0,73113,State - VIC,dva,,1,0.0,1.5,1.5
2534911.0,73113,State - VIC,dva,,1,0.0,1.5,1.5
2534912.0,73113,State - VIC,dva,,1,0.0,1.5,1.5
2534914.0,73113,State - VIC,dva,,2,0.0,2.0,2.0
2534916.0,73113,State - VIC,dva,,1,0.0,2.5,2.5
2534917.0,73113,State - VIC,dva,,1,0.0,1.0,1.0
2534918.0,73113,State - VIC,dva,,1,0.0,1.5,1.5
2534919.0,51081,State - NSW,ndis,,3,455.88,6.0,6.0
2534920.0,51081,State - NSW,ndis,,1,151.96,2.0,2.0
2534921.0,51081,NSW - CEM - Jackie Stephenson,hcp,,2,228.0,2.0,2.0
2534921.0,51081,State - NSW,hcp,,1,216.0,2.0,2.0
2534922.0,51081,State - NSW,ndis,,1,151.96,2.0,2.0
2534923.0,51081,State - NSW,ndis,,1,151.96,2.0,2.0
2534924.0,51081,State - NSW,ndis,,2,607.84,8.0,8.0
2534925.0,51081,State - NSW,ndis,,1,151.96,2.0,2.0
2534926.0,51081,Stream - NSW Aged Care,hcp,,1,216.0,2.0,2.0
2534927.0,51081,State - NSW,ndis,,5,649.7,8.5,8.5
2534928.0,51178,NSW - CM - Tracey Isles,ndis,,1,210.69,3.0,3.0
2534929.0,51178,NSW - CM - Tracey Isles,ndis,,1,280.92,4.0,4.0
2534930.0,51427,NSW - CEM - Katie Hansen,ndis,,1,140.46,2.0,2.0
2534930.0,51427,NSW - Central Coast,chsp,,2,39.0,3.0,3.0
2534930.0,51427,NSW - Central Coast,hcp,,1,114.0,1.0,1.0
2534930.0,51427,Stream - NSW Aged Care,hcp,,1,114.0,1.0,1.0
2534931.0,51427,NSW - CEM - Katie Hansen,ndis,,1,174.1,2.25,2.25
2534932.0,51427,NSW - Central Coast,chsp,,1,26.0,2.0,2.0
2534932.0,51427,Stream - NSW Aged Care,hcp,,1,313.5,2.75,2.75
2534933.0,51427,NSW - CEM - Katie Hansen,ndis,,1,174.1,2.25,2.25
2534934.0,51427,NSW - Central Coast,chsp,,1,26.0,2.0,2.0
2534934.0,51427,NSW - Central Coast,hcp,,1,114.0,1.0,1.0
2534934.0,51427,State - NSW,custom,Insurer,1,88.0,1.0,1.0
2534934.0,51427,Stream - NSW Aged Care,hcp,,1,114.0,1.0,1.0
2534935.0,51427,NSW - Central Coast,chsp,,1,26.0,2.0,2.0
2534936.0,51427,NSW - Central Coast,chsp,,1,13.0,1.0,1.0
2534936.0,51427,Stream - NSW Aged Care,hcp,,1,114.0,1.0,1.0
2534939.0,69624,NSW Aged Care Team Orange,hcp,,1,216.0,2.0,2.0
2534939.0,69624,State - NSW,dva,,7,0.0,4.89,4.89
2534940.0,69624,State - NSW,dva,,4,0.0,2.83,2.83
2534943.0,69624,NSW - CM - Paola San Miguel,brokerage_hcp,,1,88.0,1.0,1.0
2534943.0,69624,State - NSW,dva,,3,0.0,2.22,2.22
2534944.0,69624,State - NSW,dva,,4,0.0,3.08,3.08
2534944.0,69624,State - NSW,hcp,,1,228.0,2.0,2.0
2534944.0,69624,Sydney - North,dva,,1,0.0,0.77,0.77
2534945.0,69624,NSW Aged Care Team Orange,private_funding,,1,0.0,2.0,2.0
2534946.0,69624,State - NSW,dva,,5,0.0,3.35,3.35
2534946.0,69624,Sydney - North,dva,,1,0.0,0.77,0.77
2534947.0,69624,State - NSW,dva,,1,0.0,0.77,0.77
2534947.0,69624,Sydney - Hills,dva,,1,0.0,0.77,0.77
2534948.0,69624,State - NSW,hcp,,1,338.0,2.0,2.0
2534951.0,51187,State - NSW,dva,,1,0.0,0.77,0.77
2534952.0,51187,NSW Aged Care Team Pink,hcp,,1,183.6,2.0,2.0
2534954.0,38815,State - NSW,dva,,2,0.0,1.3,1.3
2534954.0,38815,State - NSW,ndis,,1,140.46,2.0,2.0
2534955.0,38815,NSW - CM - Maryam Shamoon,dva,,3,0.0,2.31,2.31
2534955.0,38815,State - NSW,dva,,5,0.0,3.37,3.37
2534955.0,38815,State - NSW,ndis,,2,296.49,3.0,3.0
2534957.0,38815,State - NSW,ndis,,1,127.43,1.0,1.0
2534958.0,44386,VIC Aged Care Team Orange,hcp,,1,171.0,1.5,1.5
2534959.0,44386,VIC - CM - Jeterly Ann Goco,ndis,,1,436.88,5.75,5.75
2534960.0,44386,Melbourne - Monash Health,custom,Brokerage,1,85.39,1.0,1.0
2534960.0,44386,VIC - CM - Jeterly Ann Goco,ndis,,1,174.09,3.0,3.0
2534960.0,44386,VIC Aged Care Team Orange,hcp,,1,171.0,1.5,1.5
2534961.0,44386,Melbourne - South East,vhc,,1,0.0,2.5,2.5
2534961.0,44386,State - VIC,vhc,,1,0.0,1.0,1.0
2534962.0,44386,VIC - CM - Jeterly Ann Goco,ndis,,1,436.88,5.75,5.75
2534965.0,58687,State - NSW,dva,,2,0.0,1.54,1.54
2534965.0,58687,Sydney - Hills,dva,,1,0.0,0.77,0.77
2534965.0,58687,Sydney - Hills,hcp,,1,114.0,1.0,1.0
2534966.0,58687,State - NSW,dva,,2,0.0,1.54,1.54
2534966.0,58687,State - NSW,hcp,,1,124.0,1.0,1.0
2534968.0,58687,State - NSW,dva,,4,0.0,3.08,3.08
2534968.0,58687,Sydney - Hills,hcp,,1,124.0,1.0,1.0
2534969.0,51209,State - NSW,dva,,4,0.0,3.08,3.08
2534969.0,51209,State - NSW,hcp,,1,114.0,1.0,1.0
2534969.0,51209,Sydney - Nepean,custom,Brokerage,1,84.0,1.0,1.0
2534971.0,51209,State - NSW,dva,,3,0.0,2.31,2.31
2534971.0,51209,State - NSW,hcp,,1,114.0,1.0,1.0
2534971.0,51209,Stream - NSW Aged Care,hcp,,1,216.0,2.0,2.0
2534971.0,51209,Sydney - Nepean,dva,,1,0.0,0.77,0.77
2534972.0,51209,State - NSW,dva,,1,0.0,0.77,0.77
2534972.0,51209,Stream - NSW Aged Care,hcp,,1,228.0,2.0,2.0
2534972.0,51209,Sydney - Nepean,custom,Brokerage,1,84.0,1.0,1.0
2534973.0,38716,State - NSW,dva,,1,0.0,12.0,12.0
2534974.0,38716,State - NSW,dva,,1,0.0,12.0,12.0
2534975.0,51434,NSW - CM - Tracey Isles,ndis,,1,210.69,3.0,3.0
2534976.0,51434,State - NSW,ndis,,1,280.92,4.0,4.0
2534977.0,51434,State - NSW,ndis,,3,410.21,6.0,6.0
2534978.0,38659,State - NSW,dva,,6,0.0,2.1,2.1
2534981.0,38659,NSW - CM - Tracey Isles,ndis,,1,123.65,1.0,1.0
2534981.0,38659,NSW - CM - Waseem Hasan,ndis,,1,123.65,1.0,1.0
2534981.0,38659,State - NSW,dva,,2,0.0,0.7,0.7
2534982.0,51041,NSW - CM - Tracey Isles,ndis,,1,123.65,1.0,1.0
2534982.0,51041,NSW - Clinical Care and Physio,ndis,,1,123.65,1.0,1.0
2534982.0,51041,SIL - Anzac House,ndis,,1,123.65,1.0,1.0
2534982.0,51041,State - NSW,custom,Brokerage,2,312.0,2.0,2.0
2534982.0,51041,State - NSW,custom,Insurer,1,156.0,1.0,1.0
2534982.0,51041,State - NSW,ndis,,4,494.6,4.0,4.0
2534984.0,51041,NSW - CM - Tracey Isles,ndis,,1,123.65,1.0,1.0
2534984.0,51041,State - NSW,custom,Brokerage,1,156.0,1.0,1.0
2534984.0,51041,State - NSW,ndis,,1,123.65,1.0,1.0
2534985.0,51041,NSW - CM - Tracey Isles,ndis,,1,123.65,1.0,1.0
2534985.0,51041,NSW - Clinical Care and Physio,ndis,,1,123.65,1.0,1.0
2534985.0,51041,SIL - Anzac House,ndis,,1,123.65,1.0,1.0
2534985.0,51041,State - NSW,custom,Brokerage,2,312.0,2.0,2.0
2534985.0,51041,State - NSW,custom,Insurer,1,156.0,1.0,1.0
2534985.0,51041,State - NSW,ndis,,3,370.95,3.0,3.0
2534986.0,51041,State - NSW,custom,Insurer,1,284.68,1.5,1.5
2534986.0,51041,State - NSW,dva,,1,0.0,0.35,0.35
2534987.0,51041,State - NSW,custom,Insurer,1,329.84,1.5,1.5
2534988.0,94886,NSW - CM - Jannayah Alderdice,chsp,,1,39.0,3.0,3.0
2534988.0,94886,NSW - Central Coast,hcp,,1,114.0,1.0,1.0
2534990.0,94886,State - NSW,chsp,,2,52.0,4.0,4.0
2534991.0,91681,Melbourne - North,chsp,,1,19.5,1.5,1.5
2534992.0,77318,VIC - CM - Lindy Mills,chsp,,1,13.0,1.0,1.0
2534992.0,77318,VIC - CM - Lindy Mills,vhc,,1,0.0,0.75,0.75
2534992.0,77318,VIC Aged Care Team Orange,hcp,,1,114.0,1.0,1.0
2534992.0,77318,VIC Aged Care Team Pink,hcp,,1,171.0,1.5,1.5
2534994.0,77318,State - VIC,hcp,,1,216.0,2.0,2.0
2534994.0,77318,Stream - Disability,ndis,,1,379.9,5.0,5.0
2534995.0,77318,Melbourne - Outer East,private_funding,,1,1440.0,8.0,8.0
2534996.0,77318,Melbourne - North,dva,,2,0.0,1.04,1.04
2534996.0,77318,Melbourne - Outer East,private_funding,,1,509.4,2.83,2.83
2534996.0,77318,VIC - CM - Daniel Melendres,dva,,2,0.0,1.04,1.04
2534996.0,77318,VIC - CM - Lindy Mills,vhc,,1,0.0,1.0,1.0
2534996.0,77318,VIC Aged Care Team Orange,hcp,,1,114.0,1.0,1.0
2534997.0,77253,VIC Aged Care Team Pink,hcp,,1,171.0,1.5,1.5
2534998.0,77253,VIC - CM - Vicky Christodoulias,chsp,,1,13.0,1.0,1.0
2534998.0,77253,VIC Aged Care Team Pink,hcp,,1,324.0,3.0,3.0
2534999.0,77253,VIC Aged Care Team Pink,hcp,,1,648.0,6.0,6.0
2535000.0,77253,VIC - CM - Vicky Christodoulias,chsp,,1,19.5,1.5,1.5
2535000.0,77253,VIC Aged Care Team Pink,hcp,,1,171.0,1.5,1.5
2535001.0,91815,State - NSW,chsp,,1,26.0,2.0,2.0
2535002.0,91815,NSW - Central Coast,chsp,,1,26.0,2.0,2.0
2535002.0,91815,State - NSW,hcp,,1,228.0,2.0,2.0
2535003.0,91815,NSW - Central Coast,chsp,,1,39.0,3.0,3.0
2535003.0,91815,NSW - Central Coast,sah,,2,290.7,3.0,3.0
2535005.0,91816,State - NSW,ndis,,1,210.69,3.0,3.0
2535006.0,91816,Sydney - East - Disability,ndis,,1,561.84,8.0,8.0
2535007.0,77340,VIC Aged Care Team Pink,hcp,,1,114.0,1.0,1.0
2535008.0,77340,VIC - CM - Daniel Melendres,dva,,2,0.0,1.04,1.04
2535008.0,77340,VIC Aged Care Team Pink,hcp,,1,114.0,1.0,1.0
2535010.0,77340,Melbourne - Bayside,hcp,,1,114.0,1.0,1.0
2535010.0,77340,VIC - CM - Vicky Christodoulias,chsp,,1,19.5,1.5,1.5
2535011.0,77340,VIC - CM - Daniel Melendres,dva,,2,0.0,1.04,1.04
2535011.0,77340,VIC Aged Care Team Pink,hcp,,1,114.0,1.0,1.0
2535012.0,77340,VIC - CM - Daniel Melendres,dva,,2,0.0,1.04,1.04
2535012.0,77340,VIC Aged Care Team Pink,hcp,,1,114.0,1.0,1.0
2535014.0,91887,Stream - NSW Aged Care,hcp,,1,278.0,2.0,2.0
2535016.0,77251,State - VIC,custom,Insurer,1,351.15,5.0,5.0
2535017.0,77251,VIC Aged Care Team Orange,hcp,,2,330.0,3.0,3.0
2535017.0,77251,VIC Aged Care Team Pink,hcp,,1,324.0,3.0,3.0
2535018.0,77251,VIC Aged Care Team Orange,hcp,,1,114.0,1.0,1.0
2535019.0,86459,NSW - CEM - Katie Hansen,ndis,,1,140.46,2.0,2.0
2535020.0,86459,NSW - CEM - Katie Hansen,ndis,,1,140.46,2.0,2.0
2535021.0,86459,NSW - Central Coast,hcp,,1,342.0,3.0,3.0
2535022.0,86459,NSW - CEM - Katie Hansen,ndis,,1,140.46,2.0,2.0
2535023.0,91933,State - VIC,hcp,,1,264.0,3.0,3.0
2535024.0,91973,NSW - CEM - Katie Hansen,ndis,,1,140.46,2.0,2.0
2535025.0,91973,NSW - CEM - Katie Hansen,ndis,,1,197.66,2.0,2.0
2535029.0,92031,State - NSW,dva,,2,0.0,1.3,1.3
2535029.0,92031,Stream - NSW Aged Care,hcp,,1,342.0,3.0,3.0
2535032.0,76551,State - NSW,dva,,1,0.0,12.0,12.0
2535033.0,76551,State - NSW,dva,,1,0.0,12.0,12.0
2535034.0,76551,State - NSW,dva,,1,0.0,12.0,12.0
2535035.0,92038,NSW - CM - Rosemy Calabro,ndis,,1,140.46,2.0,2.0
2535036.0,92038,NSW - CM - Rosemy Calabro,ndis,,2,280.92,4.0,4.0
2535037.0,92038,State - NSW,ndis,,1,421.38,6.0,6.0
2535038.0,92106,State - NSW,custom,Insurer,1,538.88,8.0,8.0
2535039.0,92426,NSW - CEM - Katie Hansen,ndis,,1,118.12,2.0,2.0
2535040.0,77320,VIC - CM - Vicky Christodoulias,chsp,,2,39.0,3.0,3.0
2535041.0,77320,Melbourne - Monash Health,custom,Brokerage,1,161.46,2.0,2.0
2535041.0,77320,VIC - CM - Vicky Christodoulias,chsp,,1,19.5,1.5,1.5
2535042.0,77320,VIC - CM - Vicky Christodoulias,chsp,,2,39.0,3.0,3.0
2535043.0,77320,VIC Aged Care Team Pink,hcp,,1,171.0,1.5,1.5
2535045.0,92169,State - NSW,ndis,,2,147.61,2.0,2.0
2535046.0,77320,Melbourne - South East,chsp,,2,39.0,3.0,3.0
2535046.0,77320,VIC - CM - Lindy Mills,vhc,,1,0.0,2.0,2.0
2535049.0,92169,State - NSW,ndis,,2,529.93,8.5,8.5
2535050.0,77258,VIC - CM - Lindy Mills,dva,,1,0.0,1.25,1.25
2535050.0,77258,VIC Aged Care Team Pink,hcp,,1,684.0,6.0,6.0
2535051.0,77258,VIC - CM - Lindy Mills,dva,,2,0.0,1.5,1.5
2535052.0,77258,VIC - CM - Lindy Mills,dva,,2,0.0,13.25,13.25
2535053.0,77258,VIC - CM - Lindy Mills,dva,,2,0.0,2.25,2.25
2535057.0,92530,State - NSW,private_funding,,1,0.0,2.0,2.0
2535058.0,92530,NSW - CM - Jannayah Alderdice,chsp,,1,39.0,3.0,3.0
2535059.0,92530,NSW - Central Coast,chsp,,1,39.0,3.0,3.0
2535059.0,92530,Stream - NSW Aged Care,hcp,,1,216.0,2.0,2.0
2535061.0,92545,State - NSW,custom,Insurer,1,247.5,3.0,3.0
2535062.0,92545,State - NSW,custom,Insurer,1,247.5,3.0,3.0
2535063.0,92550,NSW - Rural - Disability,custom,Insurer,1,202.08,3.0,3.0
2535064.0,92550,NSW - Rural - Disability,custom,Insurer,1,202.08,3.0,3.0
2535065.0,92550,NSW - Rural - Disability,custom,Insurer,1,404.16,6.0,6.0
2535066.0,92550,NSW - Rural - Disability,custom,Insurer,1,259.92,3.0,3.0
2535067.0,92553,NSW - Central Coast,chsp,,2,52.0,4.0,4.0
2535068.0,92553,NSW - CM - Jannayah Alderdice,chsp,,1,26.0,2.0,2.0
2535070.0,92750,NSW - Central Coast,chsp,,1,26.0,2.0,2.0
2535071.0,92750,NSW - Central Coast,chsp,,1,39.0,3.0,3.0
2535073.0,92745,State - NSW,dva,,4,0.0,3.31,3.31
2535074.0,92745,State - NSW,dva,,6,0.0,4.83,4.83
2535076.0,92766,NSW - Rural - Disability,custom,Insurer,1,404.16,6.0,6.0
2535077.0,92766,NSW - Rural - Disability,custom,Insurer,1,404.16,6.0,6.0
2535078.0,92766,NSW - Rural - Disability,custom,Insurer,1,202.08,3.0,3.0
2535079.0,92766,NSW - Rural - Disability,custom,Insurer,1,165.08,3.0,1.5
2535080.0,92800,State - NSW,custom,Insurer,1,269.44,4.0,4.0
2535081.0,92800,State - NSW,custom,Insurer,1,303.12,4.5,4.5
2535082.0,92800,NSW - CM - Rosemy Calabro,ndis,,2,410.21,6.0,6.0
2535083.0,92802,Sydney - East - Disability,ndis,,1,700.86,5.5,5.5
2535085.0,92880,NSW Aged Care Team Purple,hcp,,1,228.0,2.0,2.0
2535085.0,92880,State - NSW,custom,Brokerage,1,84.0,1.0,1.0
2535087.0,92880,State - NSW,brokerage_hcp,,1,330.0,4.0,4.0
2535090.0,86460,NSW - Central Coast,chsp,,2,52.0,4.0,4.0
2535090.0,86460,NSW - Central Coast,hcp,,1,114.0,1.0,1.0
2535093.0,86460,Stream - NSW Aged Care,hcp,,2,290.0,2.0,2.0
2535094.0,77316,VIC Aged Care Team Orange,hcp,,2,313.5,2.75,2.75
2535095.0,77316,Melbourne - Central,dva,,2,0.0,1.04,1.04
2535096.0,77316,Melbourne - Central,dva,,1,0.0,1.0,1.0
2535096.0,77316,VIC - CM - Daniel Melendres,dva,,1,0.0,0.77,0.77
2535097.0,77316,VIC - CM - Daniel Melendres,dva,,2,0.0,1.04,1.04
2535097.0,77316,VIC - CM - Lindy Mills,dva,,1,0.0,0.77,0.77
2535098.0,77316,Melbourne - Central,dva,,2,0.0,1.04,1.04
2535099.0,77316,Melbourne - Central,dva,,1,0.0,1.0,1.0
2535099.0,77316,VIC - CM - Daniel Melendres,dva,,1,0.0,0.77,0.77
