id,Email,$currency_symbol,$field_states,Account_Type,Referral_Source,Last_Activity_Time,Industry,Additional_Notes,$state,$process_flow,Subsidiary,$locked_for_me,$approved,Created_Time,$editable,City,Postcode,Pillar,State,Country,Parent_Company_1,$zia_owner_assignment,Annual_Revenue,Account_Statuses,$is_duplicate,Contact_Type_Business,Description,Website,Funding_Source_who_is_paying_for_services,Record_Image,$review,Phone,Account_Name,Modified_Time,Funnel_Status,Sector,Relationship_to_the_person_you_are_enquiring_for,How_did_you_hear_about_us,Line_2,Mobile,Line_1,$orchestration,$in_merge,Which_service_are_you_interested_in,Locked__s,Tag,$approval_state,Owner__name,Owner__id,Owner__email,$approval__delegate,$approval__takeover,$approval__approve,$approval__reject,$approval__resubmit,Created_By__name,Created_By__id,Created_By__email,$review_process__approve,$review_process__reject,$review_process__resubmit,$layout_id__display_label,$layout_id__name,$layout_id__id,Modified_By__name,Modified_By__id,Modified_By__email,Parent_Company_1__name,Parent_Company_1__id
84257000001301540,info@ilsupport.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,www.ilsupport.com.au,,,,0431 416 715,Individualised Lifestyle Support Services,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301539,info@indecare.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,www.indecare.com.au,,,,0404 959 000,Indecare,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301538,info@incrediblecare.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://www.incrediblecare.com.au/,,,,0405 752 393,Incredible Care Pty Ltd,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301537,hello@inclusiontree.com.au,$,,,,2025-07-17T18:24:27+10:00,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,NSW,Australia,,owner_recommendation_unavailable,,,False,,,https://inclusiontree.com.au/,,,,1300 126 123,Inclusion Tree,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301536,admin@includingyou.com.au,$,,,,2025-07-17T18:24:27+10:00,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,Mill Park,3082,,VIC,AUSTRALIA,,owner_recommendation_unavailable,,,False,,,https://includingyou.com.au/,,,,(03) 8407 0940,Including You,2025-07-17T18:22:26+10:00,,,,,,,158 Roycroft Ave,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301535,admin@inciteco.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://inciteco.au/,,,,,Incite Collective,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301534,hello@insynccare.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://insynccare.au/,,,,1300 110 622,In Sync Care,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301533,reception@igy6.com.au,$,,,,2025-07-17T18:24:27+10:00,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,Chelsea,3196,,VIC,AUSTRALIA,,owner_recommendation_unavailable,,,False,,,https://igy6.com.au/,,,,(03) 7018 2300,IGY6,2025-07-17T18:22:26+10:00,,,,,,,401 Nepean Hwy,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301532,admin@ifys.com.au,$,,,,2025-07-17T18:24:25+10:00,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://www.ifys.com.au/services/housing-and-accommodation/,,,,(07) 5438 3000,IFYS,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301531,info@iconnectlife.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,www.iconnectlife.com.au,,,,1800 511 411,Iconnect Life,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301530,admin@ichoosesupport.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://www.facebook.com/iChoosesc/,,,,(07) 4661 1335,iChoose Support Coordination,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301529,,$,,,,2025-07-17T18:24:25+10:00,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,,,,owner_recommendation_unavailable,,,False,,,https://icare.nsw.gov.au/,,,,(02) 8223 6600,icare NSW,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301528,admin@huntingtonsaustralia.au,$,,,,2025-07-17T18:24:27+10:00,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,Nedlands,6009,,WA,AUSTRALIA,,owner_recommendation_unavailable,,,False,,,https://huntingtonsaustralia.au/,,,,1800 244 735,Huntingtons Australia,2025-07-17T18:22:26+10:00,,,,,,,11 Aberdare Road,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301527,info@humilitysupportservices.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,www.humilitysupportservices.com.au,,,,0415 868 405,Humility Support Services,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301526,admin@myhorizoncs.com,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://myhorizoncs.com/,,,,(07) 3520 8909,Horizon Community Services,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301525,info@hopesway.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,www.hopesway.com.au,,,,0498 842 864,Hopesway Care,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301524,admin@hccs.net.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,www.hccs.net.au,,,,(07) 3892 1990,Hope & Care Community Services Pty Ltd,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301523,admin@homehearthealthcare.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://www.homehearthealthcare.com.au,,,,(07) 4031 0320,Home Heart & Health Care Pty Ltd,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301522,info@homecareaustralia.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,ACT,Australia,,owner_recommendation_unavailable,,,False,,,,,,,,Home Care Australia,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301521,enquiries@holistichorizonz.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://www.holistichorizons.com.au/disability-support-services/ndis-support-coordination/,,,,(07) 3048 1919,Holistic Horizons,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301520,coordination@hively.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://hivelycoordination.com.au/ndis-support-coordination/,,,,1300 114 769,Hively,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301519,mail@hendercare.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,ACT,Australia,,owner_recommendation_unavailable,,,False,,,,,,,,Hender Care,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301518,hell@helpinghandsinc.org.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://helpinghandsinc.org.au/,,,,1300 111 311,Helping Hands Community Services,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301517,info@helpalong.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,www.helpalong.com.au,,,,0457 429 929,Helpalong Pty Ltd,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301516,customerservice@help.org.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://www.help.org.au/news/support-coordination-explained/,,,,1800 877 545,HELP into work,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301515,info@help4heroes.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,www.help4heroes.com.au,,,,(07) 3522 2788,Help 4 Heroes Pty Ltd,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301514,admin@heartledsupport.com,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,www.heartledsupport.com,,,,0436 674 598,Heart-Led Support,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301513,cos@h2hsc.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://heart2heart.com.au/,,,,1300 430 457,Heart 2 Heart Support Coordination,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301512,admin@headwayabi.org,$,,,,2025-07-17T18:24:25+10:00,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://headwayabiaustralia.org/,,,,07 5574 4311,Headway ABI,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301511,admin@havencare.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,www.havencare.com.au,,,,0469 229 821,Haven Care Australia Pty Ltd,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301510,Hcosservices@havencare.com.au,$,,,,,,admin@havencare.com.au,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,ACT,Australia,,owner_recommendation_unavailable,,,False,,,,,,,0450 643 302,Haven Care Australia,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301509,enquiries@hartley.org.au,$,,,,2025-07-17T18:24:25+10:00,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,ACT,Australia,,owner_recommendation_unavailable,,,False,,,https://www.hartley.org.au/,,,,02 6282 4411,Hartley Lifecare,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301508,admin@happypeeps.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://happypeeps.com.au/ndis-support-coordination-brisbane/,,,,1300 915 271,Happy Peeps Counselling & Therapy,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301507,info@grandcaresupportservice.com,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,,,,,0491 080 612,Grandcare Support Service Pty Ltd,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301506,hello@goodrose.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://www.goodrose.com.au/,,,,0474 267 679,Goodrose,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301505,principal@goodnaspecs.eq.edu.au,$,,,,,,admin@goodnaspecs.eq.edu.au,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://goodnaspecs.eq.edu.au/,,,,(07) 3381 4222,Goodna Special School,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301504,admin@goldenheartservices.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,www.goldenheartservices.com.au,,,,0417 012 293,Golden Heart Services Pty Ltd,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301503,info@goldcoastsupportcoordination.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://www.goldcoastsupportcoordination.com.au/support-coordination,,,,0493 250 696,Gold Coast Support Coordination,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301502,enquiries@gccl.org.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://gccl.org.au/services/support-coordination/,,,,(07) 5593 9069,Gold Coast Community Lifestyle,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301501,coordination@genuinesupport.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,,,,,0400 916 037,Genuine Support,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301500,info@gencareservices.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://gencareservices.com.au/support-coordination/brisbane/,,,,1300 247 788,Gencare,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301499,meagan@gemsc.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://www.gemsc.com.au/,,,,0455 539 883,Gem Support Coordination,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301498,principal@geebungspecs.eq.edu.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://geebungspecs.eq.edu.au/,,,,(07) 3632 1777,Geebung Special School,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301497,info@futurefocussc.com.au,$,,,,,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,QLD,Australia,,owner_recommendation_unavailable,,,False,,,https://www.futurefocussc.com.au/,,,,1300 202 303,Future Focus Support Coordination,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
84257000001301496,admin@functionalways.com.au,$,,,,2025-07-17T18:24:25+10:00,,,save,False,Meditech Staffing,False,True,2025-07-17T18:22:26+10:00,True,,,,ACT,Australia,,owner_recommendation_unavailable,,,False,,,https://functionalways.com.au/,,,,478647064,Functional Ways,2025-07-17T18:22:26+10:00,,,,,,,,False,False,Disability Services,False,[],approved,Hannah Latham,84257000000927001,hlatham@lumiacare.com.au,False,False,False,False,False,lumiacare,84257000000341001,lumiacare@smartmates.com.au,False,False,False,Standard,Standard,84257000000000627,lumiacare,84257000000341001,lumiacare@smartmates.com.au,,
